brand,model,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,age,Engine_Displacement
Acura,MDX 3.7L Advance,20750.0,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,33000.0,11,1.5
Lexus,LX 570 Three-Row,14206.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,98000.0,3,2.5
Mercedes-Benz,GLA 250 Base 4MATIC,13777.0,Gasoline,221.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,39777.0,2,4.6
RAM,1500 Big Horn,14920.0,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,black,black,None reported,Yes,41741.0,2,3.5
Jeep,Grand Cherokee L Summit,14627.0,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,black,other,None reported,No,56740.0,2,3.6
Ford,Edge Sport,132000.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,10999.0,13,4.0
Jeep,Grand Cherokee WK Laredo X,11164.0,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,37500.0,2,2.0
Chevrolet,Camaro 1LT,10300.0,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Manual,black,black,None reported,Yes,29900.0,3,2.0
BMW,430 430i,7758.0,Gasoline,2.0 Liter Turbo,Automatic,black,black,None reported,No,47998.0,2,1.3
Chevrolet,Tahoe LTZ,134500.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,28000.0,9,2.5
Acura,MDX Technology,15895.0,Gasoline,3.5L V6 24V GDI SOHC,Automatic,black,other,None reported,No,47950.0,2,2.0
Lexus,GX 460 Base,40906.0,Gasoline,4.6 Liter,Automatic,black,black,None reported,No,51998.0,3,3.7
Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium,24596.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,black,black,None reported,No,38322.0,3,3.8
Mercedes-Benz,AMG G 63 4MATIC,2000.0,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,No,244896.0,2,2.3
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,32500.0,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Other,black,black,None reported,Yes,43500.0,5,3.2
Audi,A3 2.0 TDI Premium Plus,83000.0,Diesel,150.0HP 2.0L 4 Cylinder Engine Diesel Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,18999.0,9,5.3
Volkswagen,Jetta GLX VR6,121800.0,Gasoline,174.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,Manual,black,black,None reported,Yes,4300.0,22,2.5
BMW,ALPINA B7 ALPINA B7 xDrive,65852.0,Gasoline,4.4 Liter Twin Turbo,Automatic,black,other,None reported,No,68998.0,4,5.4
BMW,i8 Base,18421.0,Hybrid,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Automatic,black,black,None reported,No,85000.0,5,2.0
Lexus,CT 200h Premium,101000.0,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,black,black,At least 1 accident or damage reported,Yes,16500.0,9,3.0
Mercedes-Benz,AMG C AMG C 63 S,40515.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,black,black,At least 1 accident or damage reported,No,47999.0,8,2.0
Honda,Ridgeline RTL-E,26998.0,Gasoline,3.5L V6 24V GDI SOHC,Other,black,black,None reported,No,35557.0,5,3.683781266631186
Bentley,Bentayga Onyx Edition,18500.0,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,black,brown,None reported,Yes,115000.0,6,6.0
Nissan,Murano SL,125500.0,Gasoline,245.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT,black,other,None reported,Yes,3950.0,19,3.8
Chevrolet,Suburban LT,195361.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Other,black,black,At least 1 accident or damage reported,Yes,26000.0,7,4.7
Bentley,Bentayga Onyx Edition,32500.0,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,black,other,At least 1 accident or damage reported,Yes,103000.0,6,3.6
BMW,M760 i xDrive,14806.0,Gasoline,601.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,81330.0,5,2.5
Porsche,Panamera Turbo,63000.0,Gasoline,500.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,black,other,At least 1 accident or damage reported,Yes,38500.0,14,3.5
Land,Rover Range Rover Velar R-Dynamic SE,75897.0,Gasoline,2.0 Liter,Automatic,black,black,None reported,No,35998.0,5,5.6
Mercedes-Benz,GL-Class GL 550,80124.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,17500.0,13,5.7
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,59355.0,Gasoline,V8,Automatic,black,other,None reported,Yes,72995.0,4,3.6
Porsche,Panamera Turbo,47000.0,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,black,brown,None reported,Yes,50000.0,9,3.0
Chevrolet,Trailblazer LS,24965.0,Gasoline,1.2L I3 12V GDI DOHC Turbo,CVT,black,black,At least 1 accident or damage reported,Yes,22995.0,3,3.0
Porsche,911 Carrera S,30000.0,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,black,brown,None reported,Yes,78500.0,10,1.5
Dodge,Ram 1500 Quad Cab,179000.0,Gasoline,245.0HP 5.9L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,6500.0,22,2.0
Jeep,Wrangler Unlimited X,135465.0,Gasoline,205.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,black,gray,None reported,Yes,15750.0,17,5.4
Nissan,Maxima SV,42259.0,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT,black,black,At least 1 accident or damage reported,Yes,17000.0,12,5.0
Maserati,Grecale Modena,2200.0,Hybrid,325.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,black,red,None reported,Yes,75000.0,1,5.0
BMW,328 i xDrive,96000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,13500.0,11,5.8
BMW,740 i,73000.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,23999.0,8,2.4
Volkswagen,Arteon 2.0T SEL Premium R-Line,26870.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,black,gray,At least 1 accident or damage reported,Yes,34645.0,4,4.0
BMW,X6 M Base,11102.0,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,101000.0,3,5.7
BMW,X7 xDrive50i,31157.0,Gasoline,4.4 Liter GDI DOHC Twin Turbo,Automatic,black,other,None reported,No,65998.0,5,4.6
Mercedes-Benz,CLK-Class CLK 350,73000.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,8400.0,16,3.8
BMW,740 i,40989.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,black,other,None reported,Yes,35000.0,6,2.0
Acura,ZDX Base,123000.0,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,13888.0,14,3.5
Jeep,Wrangler X,160900.0,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,7200.0,19,3.0
Kia,Sportage Plug-In Hybrid X-Line,1340.0,Hybrid,177.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,Automatic,black,black,None reported,Yes,41000.0,1,2.2
BMW,M4 Base,19600.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,62000.0,6,1.5
Cadillac,Escalade Luxury,99897.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,26950.0,9,6.8
BMW,M6 Base,65550.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,39985.0,10,5.0
Hyundai,Santa Fe SEL,25000.0,Gasoline,191.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,black,gray,None reported,Yes,28500.0,3,5.5
Nissan,Armada Platinum,92000.0,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,20900.0,7,3.5
Cadillac,CTS Premium,105000.0,Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,12000.0,11,2.0
Audi,R8 Base,49000.0,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Manual,black,black,None reported,Yes,63000.0,16,6.4
Jaguar,F-PACE S,28357.0,Gasoline,3.0 Liter,Automatic,black,red,None reported,No,47598.0,4,3.5
Toyota,Sequoia Platinum,173456.0,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,Automatic,black,gray,At least 1 accident or damage reported,Yes,16000.0,13,3.0
BMW,M440 i,13700.0,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,black,other,None reported,No,60000.0,3,3.683781266631186
Mercedes-Benz,Metris Base,3921.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,black,white,None reported,Yes,175000.0,4,5.5
Ford,F-150 Platinum,92000.0,Diesel,250.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,36500.0,6,3.5
Audi,A7 3.0T Premium Plus,39000.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,35000.0,7,3.6
Tesla,Model S 70D,62089.0,Electric,329.0HP Electric Motor Electric Fuel System,Automatic,black,other,None reported,Yes,29975.0,9,8.0
Audi,S8 4.0T Plus,54300.0,Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,53500.0,7,3.5
Audi,A8 L 4.0T,142666.0,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,22000.0,8,2.0
Mercedes-Benz,E-Class E 350 4MATIC,171000.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,4750.0,15,3.6
Ford,Explorer sport,90067.0,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,Other,black,black,None reported,No,28590.0,5,4.2
Chevrolet,Camaro 1LT,97579.0,Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,15000.0,10,2.0
Mazda,MX-5 Miata RF Grand Touring,52000.0,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,black,black,At least 1 accident or damage reported,Yes,20500.0,7,4.4
Saab,9-3 SE,77200.0,Gasoline,205.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,black,other,None reported,Yes,7500.0,22,3.683781266631186
Audi,A8 L 55,39000.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,black,brown,None reported,Yes,50000.0,5,3.0
Chevrolet,Corvette Stingray w/1LT,3273.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,black,red,None reported,Yes,78999.0,1,3.4
Mercedes-Benz,GLS 450 Base 4MATIC,46100.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Other,black,other,At least 1 accident or damage reported,Yes,33000.0,7,2.5
Mercedes-Benz,E-Class E 350,31130.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,23500.0,12,4.6
Toyota,Land Cruiser Base,91000.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,black,brown,None reported,Yes,68500.0,8,3.6
Genesis,G80 2.5T,7396.0,Gasoline,2.5L I4 16V PDI DOHC Turbo,Automatic,black,black,None reported,No,41299.0,2,5.3
Mazda,CX-9 Touring Plus,1930.0,Gasoline,2.5L I4 16V GDI DOHC Turbo,Other,black,black,At least 1 accident or damage reported,Yes,40655.0,1,3.7
Jeep,Wrangler Unlimited Sport,24040.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,black,black,None reported,Yes,35273.0,4,3.5
Mitsubishi,Outlander Sport 2.4 SE,131193.0,Gasoline,2.4L I4 16V MPFI DOHC,CVT,black,black,None reported,Yes,11970.0,8,3.6
Mercedes-Benz,CLA-Class CLA 250,88600.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,16800.0,8,5.6
Land,Rover LR4 Lux,141525.0,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,14490.0,12,3.0
Jaguar,XKR Base,50000.0,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,black,other,At least 1 accident or damage reported,Yes,21900.0,17,5.7
BMW,ALPINA B7 Base,36750.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,35999.0,11,5.7
Toyota,Highlander Hybrid XLE,69350.0,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Automatic,black,gray,None reported,Yes,36000.0,5,3.6
Acura,RDX Advance Package,29000.0,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,39650.0,3,5.0
INFINITI,Q70 3.7X,33500.0,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,23000.0,10,3.5
Lincoln,Corsair Reserve,29336.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,black,other,None reported,No,36999.0,3,3.683781266631186
RAM,3500 Laramie,177000.0,Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,40500.0,10,5.2
Mercedes-Benz,GL-Class GL 450 4MATIC,93500.0,Gasoline,362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,15900.0,11,2.9
Cadillac,Escalade Luxury,95570.0,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,black,black,At least 1 accident or damage reported,Yes,22000.0,11,1.2
Mercedes-Benz,GLS 450 Base 4MATIC,33481.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Automatic,black,other,None reported,No,43999.0,5,4.0
Mazda,CX-30 2.5 S Select Package,4004.0,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,25500.0,2,3.7
Hyundai,Tucson Limited,39913.0,Gasoline,2.4L I4 16V GDI DOHC,Other,black,other,None reported,No,22749.0,4,3.0
Chevrolet,Suburban LT,93000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,38500.0,4,3.5
Mercedes-Benz,C-Class C 300 4MATIC,41515.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,black,black,None reported,Yes,28251.0,6,5.6
RAM,1500 Classic Warlock,19000.0,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,Automatic,black,black,At least 1 accident or damage reported,No,33242.0,5,2.0
Rolls-Royce,Ghost Base,8755.0,Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,166900.0,8,5.2
Ford,Mustang V6,57912.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Manual,black,black,At least 1 accident or damage reported,Yes,18750.0,11,3.5
BMW,650 i,35000.0,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,18500.0,15,3.683781266631186
Nissan,Leaf SV PLUS,7089.0,Electric,214.0HP Electric Motor Electric Fuel System,Automatic,black,black,At least 1 accident or damage reported,Yes,29895.0,1,5.7
Lincoln,MKC Reserve,35469.0,Gasoline,2.3L I4 16V GDI DOHC Turbo,Other,black,black,None reported,No,30890.0,5,4.6
Mercedes-Benz,S-Class S 550 4MATIC,13300.0,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,62500.0,9,2.0
Kia,Stinger GT1,8288.0,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,45899.0,3,2.5
Cadillac,Escalade Premium Luxury Platinum,15350.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,93500.0,3,2.4
INFINITI,QX60 Base,48000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT,black,black,None reported,Yes,27000.0,6,4.7
Lexus,IS 250C Base,68500.0,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,Manual,black,other,None reported,Yes,18500.0,14,2.0
GMC,Sierra 1500 Denali,43433.0,Gasoline,5.3L V8 16V GDI OHV,Automatic,black,other,None reported,No,51899.0,5,2.0
Jeep,Grand Cherokee L Limited,12875.0,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,black,black,None reported,No,42599.0,2,3.7
Toyota,Sequoia Limited,150900.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,black,gray,None reported,Yes,17500.0,12,2.0
Chevrolet,Suburban LT,207571.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,21000.0,7,3.7
Porsche,Cayman Base,66000.0,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,black,brown,None reported,No,28000.0,13,5.6
INFINITI,QX60 Base,93500.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,16000.0,7,2.9
BMW,M4 Base,7200.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,64000.0,6,3.0
Land,Rover Defender SE,8421.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,black,white,None reported,Yes,90000.0,1,2.0
Audi,R8 5.2 V10 performance,12245.0,Gasoline,5.2L V10 40V PDI DOHC,Other,black,black,None reported,No,187900.0,4,3.7
Lexus,RX 450h Base,239000.0,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Automatic,black,black,None reported,Yes,7000.0,12,3.6
Jaguar,F-TYPE V6 S,62194.0,Gasoline,3.0 Liter SC ULEV,Automatic,black,black,None reported,No,32998.0,10,3.5
Jeep,Wrangler Sahara,22138.0,Gasoline,3.6 Liter,Automatic,black,black,None reported,No,38598.0,4,3.0
Mercedes-Benz,G-Class G 550 4MATIC,76100.0,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,130000.0,3,3.0
Lexus,RX 350 RX 350 F SPORT Handling,14330.0,Gasoline,3.5 Liter DOHC,Automatic,black,red,None reported,No,54998.0,2,2.7
Chevrolet,Camaro 2SS,164000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,black,red,None reported,Yes,21500.0,8,3.7
Buick,LaCrosse Base,67500.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,black,other,None reported,Yes,20000.0,7,2.0
Tesla,Model X Long Range Plus,43534.0,Electric,534.0HP Electric Motor Electric Fuel System,Automatic,black,black,None reported,Yes,65990.0,4,2.0
Toyota,Tundra Hybrid Limited,10748.0,Hybrid,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,black,black,None reported,No,63100.0,1,4.4
Audi,S8 4.0T quattro,4457.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,black,black,None reported,No,107900.0,1,2.0
Chevrolet,Silverado 3500 High Country,77500.0,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Automatic,black,brown,None reported,Yes,54000.0,9,1.5
Maserati,Quattroporte Sport GT,82000.0,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,7999.0,17,3.5
Dodge,Viper GTC,1389.0,Gasoline,645.0HP 8.4L 10 Cylinder Engine Gasoline Fuel,Manual,black,black,None reported,Yes,489995.0,7,2.5
Lincoln,Town Car Base,27600.0,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,black,white,None reported,Yes,14900.0,20,3.6
RAM,1500 Classic Warlock,36757.0,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,Automatic,black,black,None reported,Yes,31953.0,5,3.0
Hyundai,Genesis Coupe 3.8 R-Spec,52060.0,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Manual,black,black,At least 1 accident or damage reported,Yes,15000.0,10,3.683781266631186
Ford,Bronco Wildtrak Advanced,2000.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,66500.0,1,2.5
RAM,1500 SLT,61802.0,E85 Flex Fuel,305.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,black,gray,None reported,Yes,32000.0,6,6.0
Jeep,Grand Cherokee Laredo,106700.0,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,black,black,None reported,Yes,13500.0,11,2.0
Audi,S5 4.2 Premium Plus,156875.0,Gasoline,354.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Manual,black,red,At least 1 accident or damage reported,Yes,9900.0,13,3.9
Maserati,Ghibli S Q4,76000.0,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,19000.0,10,3.4
BMW,i3 Base w/Range Extender,29553.0,Electric,170.0HP 0.65L Electric Motor Electric Fuel System,Automatic,black,gray,None reported,Yes,12800.0,10,6.8
Toyota,Matrix XRS,143600.0,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Manual,black,black,None reported,Yes,4199.0,21,4.0
RAM,1500 Limited,22000.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,54800.0,3,4.0
Chevrolet,Silverado 1500 LT Crew Cab,215000.0,Gasoline,345.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,6995.0,18,3.5
Mercedes-Benz,Metris Base,58350.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,29497.0,6,5.0
Chevrolet,Camaro 2LT,86170.0,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,17000.0,14,4.7
Mercedes-Benz,S-Class S 63 AMG,20394.0,Gasoline,5.5 Liter,Automatic,black,black,At least 1 accident or damage reported,No,59598.0,9,2.0
Hyundai,Kona EV SEL,33100.0,Electric,201.0HP Electric Motor Electric Fuel System,Automatic,black,black,None reported,Yes,18200.0,5,3.7
Land,Rover Range Rover Evoque SE,86202.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Other,black,black,None reported,Yes,18750.0,8,3.0
Mercedes-Benz,SL-Class SL500 Roadster,35400.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,black,gray,None reported,Yes,24900.0,20,2.0
BMW,335 i,91545.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,13000.0,14,4.0
Lincoln,MKX Reserve,88000.0,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,black,black,None reported,Yes,18500.0,8,2.0
Cadillac,ATS 2.5L,63172.0,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,black,black,At least 1 accident or damage reported,Yes,12995.0,11,2.3
Toyota,Tundra SR,51000.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,black,gray,None reported,Yes,38000.0,6,4.0
GMC,Sierra 3500 SLE,300000.0,Diesel,300.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Automatic,black,gray,At least 1 accident or damage reported,Yes,5000.0,22,2.4
